band,address,street,neighborhood,geo_type,ptype,sqft,waterfront,list_price,ask_ppsf,supported_ppsf,supported_value,under_pct,opportunity,street_comps,confidence,reasons
<$1M,3020 NE 32nd Avenue Unit#623,NE 32nd Ave,Tides Bridgeside Square,Barrier island / beach,Condo,720,False,319999,444.0,540.0,389000,21.6,69000,27,Condo — verify,"Asking $444/sqft — 22% under supported $540/sqft (27 sales on NE 32nd Ave). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1220 W Las Olas Boulevard Unit#1220,W Las Olas Blvd,Waverly Place,Mainland inland,Townhouse,1850,False,519000,281.0,317.0,586000,12.8,67000,40,High,Asking $281/sqft — 13% under supported $317/sqft (40 sales on W Las Olas Blvd).
<$1M,888 Intracoastal Dr Unit#2B,Intracoastal Dr,Sunrise Tower,Intracoastal / canal waterfront,Condo,850,True,339000,399.0,478.0,406000,19.8,67000,39,Condo — verify,"Asking $399/sqft — 20% under supported $478/sqft (39 sales on Intracoastal Dr). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,2732 NW 9th Terrace,NW 9th Ter,Jenada Villas,Mainland inland,Single Family,1547,False,515000,333.0,376.0,582000,12.9,67000,8,High,Asking $333/sqft — 13% under supported $376/sqft (8 sales on NW 9th Ter).
<$1M,151 NE 16th Avenue Unit#278,NE 16th Ave,Pine Crest Village Ii,Mainland inland,Condo,1273,False,450000,353.0,405.0,516000,14.7,66000,73,Condo — verify,"Asking $353/sqft — 15% under supported $405/sqft (73 sales on NE 16th Ave). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,520 SE 5th Ave Unit#1307,SE 5th Ave,Las Olas,Downtown high-rise,Condo,816,False,285500,350.0,431.0,352000,23.1,66000,73,Condo — verify,"Asking $350/sqft — 23% under supported $431/sqft (73 sales on SE 5th Ave). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1920 S Ocean Drive Unit#503,S Ocean Dr,Atlantic Towers Co Op,Barrier island / beach,Condo,805,False,319000,396.0,477.0,384000,20.5,65000,49,Condo — verify,"Asking $396/sqft — 20% under supported $477/sqft (49 sales on S Ocean Dr). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,2500 E Las Olas Blvd Unit#408,E Las Olas Blvd,Marine Tower,Intracoastal / canal waterfront,Condo,1706,True,490000,287.0,325.0,554000,13.2,65000,48,Condo — verify,"Asking $287/sqft — 13% under supported $325/sqft (48 sales on E Las Olas Blvd). | Waterfront, yet priced below the area's waterfront median ($398/sqft). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,316 NW 29th St,NW 29th St,Wilton Estates,Mainland inland,Single Family,1644,False,615000,374.0,413.0,679000,10.4,64000,5,High,Asking $374/sqft — 10% under supported $413/sqft (5 sales on NW 29th St).
<$1M,520 SE 5th Ave Unit#3305,SE 5th Ave,Las Olas,Downtown high-rise,Condo,808,False,285000,353.0,431.0,348000,22.1,63000,73,Condo — verify,"Asking $353/sqft — 22% under supported $431/sqft (73 sales on SE 5th Ave). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,237 City View Dr Unit#237,City View Dr,City View Townhomes City View,Downtown high-rise,Townhouse,1408,False,575000,408.0,453.0,638000,11.0,63000,11,High,Asking $408/sqft — 11% under supported $453/sqft (11 sales on City View Dr).
<$1M,2555 NE 11th Street Unit#302,NE 11th St,Horizon House,Mainland inland,Condo,970,False,270000,278.0,342.0,332000,23.0,62000,12,Condo — verify,"Asking $278/sqft — 23% under supported $342/sqft (12 sales on NE 11th St). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,900 SW 12th St Unit#110,SW 12th St,Rio Nuevo,Intracoastal / canal waterfront,Condo,1000,True,265000,265.0,327.0,327000,23.4,62000,17,Condo — verify,"Asking $265/sqft — 23% under supported $327/sqft (17 sales on SW 12th St). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,315 NE 3rd Avenue Unit#1206,NE 3rd Ave,Strada,Downtown high-rise,Condo,1579,False,720000,456.0,495.0,782000,8.6,62000,57,Condo — verify,"Asking $456/sqft — 9% under supported $495/sqft (57 sales on NE 3rd Ave). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,520 SE 5th Avenue Unit#2404,SE 5th Ave,Las Olas,Downtown high-rise,Condo,1083,False,409000,378.0,434.0,470000,14.8,61000,73,Condo — verify,"Asking $378/sqft — 15% under supported $434/sqft (73 sales on SE 5th Ave). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,625 Orton Avenue Unit#18,Orton Ave,Beach Breeze Apts Co Op,Barrier island / beach,Condo,882,False,299000,339.0,407.0,359000,20.1,60000,13,Condo — verify,"Asking $339/sqft — 20% under supported $407/sqft (13 sales on Orton Ave). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1520 N Andrews Ave,N Andrews Ave,Progresso,Mainland inland,Single Family,1110,False,450000,405.0,459.0,509000,13.3,60000,32,High,Asking $405/sqft — 13% under supported $459/sqft (32 sales on N Andrews Ave).
<$1M,1160 N Federal Hwy Unit#822,N Federal Hwy,East Point Towers,Intracoastal / canal waterfront,Condo,1344,True,345000,257.0,302.0,406000,17.5,60000,40,Condo — verify,"Asking $257/sqft — 18% under supported $302/sqft (40 sales on N Federal Hwy). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1900 S Ocean Drive Unit#1504,S Ocean Dr,Breakwater Towers Co Op,Barrier island / beach,Condo,805,False,325000,404.0,479.0,386000,18.6,60000,49,Condo — verify,"Asking $404/sqft — 19% under supported $479/sqft (49 sales on S Ocean Dr). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1624 NW 9th Avenue,NW 9th Ave,Progresso,Mainland inland,Single Family,1600,False,550000,344.0,381.0,610000,10.8,59000,8,High,Asking $344/sqft — 11% under supported $381/sqft (8 sales on NW 9th Ave).
<$1M,351 NE 19th Place Unit#217k,NE 19th Pl,Manor Grove Village Four,Mainland inland,Condo,1200,False,269000,224.0,273.0,328000,21.9,59000,0,Condo — verify,"Asking $224/sqft — 22% under supported $273/sqft (17 sales in Manor Grove Village Four). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1000 SE 4th Street Unit#117 & 118,SE 4th St,Riverview Gardens,Intracoastal / canal waterfront,Condo,1240,True,579000,467.0,514.0,637000,10.1,58000,14,Condo — verify,"Asking $467/sqft — 10% under supported $514/sqft (14 sales on SE 4th St). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,520 SE 5th Ave Unit#3403,SE 5th Ave,Las Olas,Downtown high-rise,Condo,793,False,285000,359.0,431.0,342000,20.1,57000,73,Condo — verify,"Asking $359/sqft — 20% under supported $431/sqft (73 sales on SE 5th Ave). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1535 SE 15th St Unit#304,SE 15th St,Harbor View Apts Harbor View,Intracoastal / canal waterfront,Condo,688,True,239900,349.0,430.0,296000,23.2,56000,45,Condo — verify,"Asking $349/sqft — 23% under supported $430/sqft (45 sales on SE 15th St). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,9 NE 19th Court Unit#C216,NE 19th Ct,Manor Grove Village One In,Mainland inland,Condo,1180,False,259000,219.0,266.0,314000,21.5,55000,28,Condo — verify,"Asking $219/sqft — 21% under supported $266/sqft (28 sales on NE 19th Ct). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,723 NW 15th Way,NW 15th Way,Carver Park,Mainland inland,Single Family,1080,False,350000,324.0,375.0,405000,15.7,55000,7,High,Asking $324/sqft — 16% under supported $375/sqft (7 sales on NW 15th Way).
<$1M,924 NW 14 Court,NW 14 Ct,Lauderdale Manors,Mainland inland,Single Family,1079,False,300000,278.0,328.0,354000,18.0,54000,0,Neighborhood,Asking $278/sqft — 18% under supported $328/sqft (102 sales in Lauderdale Manors).
<$1M,601 N Ft Lauderdale Bch Boulevard Unit#1015,N Ft Lauderdale Bch Blvd,Atlantic Hotel,Barrier island / beach,Condo,787,True,459000,583.0,651.0,512000,11.7,54000,15,Condo — verify,"Asking $583/sqft — 12% under supported $651/sqft (15 sales on N Ft Lauderdale Bch Blvd). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1160 N Federal Hwy Unit#815,N Federal Hwy,East Point Towers,Intracoastal / canal waterfront,Condo,896,True,219000,244.0,303.0,271000,24.2,53000,40,Condo — verify,"Asking $244/sqft — 24% under supported $303/sqft (40 sales on N Federal Hwy). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,841 SW 18th Court,SW 18th Ct,Pinehurst,Mainland inland,Single Family,1267,False,550000,434.0,476.0,603000,9.7,53000,11,High,Asking $434/sqft — 10% under supported $476/sqft (11 sales on SW 18th Ct).
<$1M,2607 NE 8th Avenue Unit#33,NE 8th Ave,Wilton Village,Mainland inland,Condo,846,False,265000,313.0,376.0,318000,20.1,53000,44,Condo — verify,"Asking $313/sqft — 20% under supported $376/sqft (44 sales on NE 8th Ave). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,2555 NE 11th Street Unit#609,NE 11th St,Horizon House,Mainland inland,Condo,970,False,299000,308.0,362.0,351000,17.5,52000,12,Condo — verify,"Asking $308/sqft — 18% under supported $362/sqft (12 sales on NE 11th St). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,16 NE 20th Court Unit#B8,NE 20th Ct,Manor Grove Village Three,Mainland inland,Condo,960,False,239000,249.0,303.0,291000,21.7,52000,15,Condo — verify,"Asking $249/sqft — 22% under supported $303/sqft (15 sales on NE 20th Ct). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1212 SE 2nd Court Unit#201,SE 2nd Ct,Las Olas,Mainland inland,Condo,1306,False,435000,333.0,372.0,486000,11.7,51000,8,Condo — verify,"Asking $333/sqft — 12% under supported $372/sqft (8 sales on SE 2nd Ct). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,100 N Federal Highway Unit#642,N Federal Highway,Waverly,Mainland inland,Condo,1518,False,489000,322.0,355.0,539000,10.2,50000,21,Condo — verify,"Asking $322/sqft — 10% under supported $355/sqft (21 sales on N Federal Highway). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,2500 E Las Olas Boulevard Unit#1505,E Las Olas Blvd,Marine Tower,Intracoastal / canal waterfront,Condo,870,True,250000,287.0,345.0,300000,20.2,50000,48,Condo — verify,"Asking $287/sqft — 20% under supported $345/sqft (48 sales on E Las Olas Blvd). | Waterfront, yet priced below the area's waterfront median ($398/sqft). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1731 SE 15th St Unit#511,SE 15th St,Cromwell West,Intracoastal / canal waterfront,Condo,704,True,265000,376.0,446.0,314000,18.6,49000,45,Condo — verify,"Asking $376/sqft — 19% under supported $446/sqft (45 sales on SE 15th St). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,2555 NE 11th Street Unit#806,NE 11th St,Horizon House,Mainland inland,Condo,710,False,209000,294.0,363.0,258000,23.5,49000,12,Condo — verify,"Asking $294/sqft — 23% under supported $363/sqft (12 sales on NE 11th St). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1000 SE 4th St Unit#225,SE 4th St,Riverview Garden Apartmen Riverview Gardens,Intracoastal / canal waterfront,Condo,850,True,410000,482.0,539.0,458000,11.8,48000,14,Condo — verify,"Asking $482/sqft — 12% under supported $539/sqft (14 sales on SE 4th St). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1115 NW 7th Ave,NW 7th Ave,Progresso,Mainland inland,Single Family,1180,False,449900,381.0,418.0,493000,9.7,44000,21,High,Asking $381/sqft — 10% under supported $418/sqft (21 sales on NW 7th Ave).
<$1M,1475 SE 15th Street Unit##314,SE 15th St,Embassy Apts,Intracoastal / canal waterfront,Condo,570,True,209900,368.0,446.0,254000,21.2,44000,45,Condo — verify,"Asking $368/sqft — 21% under supported $446/sqft (45 sales on SE 15th St). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1000 SW 12th St Unit#201,SW 12th St,Rio Nuevo,Intracoastal / canal waterfront,Condo,879,True,239900,273.0,322.0,283000,17.9,43000,17,Condo — verify,"Asking $273/sqft — 18% under supported $322/sqft (17 sales on SW 12th St). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1216 NW 2nd Avenue,NW 2nd Ave,,Mainland inland,Townhouse,2342,False,499000,213.0,231.0,541000,8.5,42000,15,High,Asking $213/sqft — 8% under supported $231/sqft (15 sales on NW 2nd Ave).
<$1M,67 NE 20th Court Unit#6h,NE 20th Ct,Manor Grove Village Three,Mainland inland,Condo,960,False,249000,259.0,303.0,291000,17.0,42000,15,Condo — verify,"Asking $259/sqft — 17% under supported $303/sqft (15 sales on NE 20th Ct). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1000 River Reach Drive Unit#212,River Reach Dr,River Reach,Intracoastal / canal waterfront,Condo,1025,True,259000,253.0,294.0,301000,16.2,42000,50,Condo — verify,"Asking $253/sqft — 16% under supported $294/sqft (50 sales on River Reach Dr). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1000 River Reach Drive Unit#406,River Reach Dr,River Reach,Intracoastal / canal waterfront,Condo,900,True,214999,239.0,286.0,257000,19.7,42000,50,Condo — verify,"Asking $239/sqft — 20% under supported $286/sqft (50 sales on River Reach Dr). | Waterfront, yet priced below the area's waterfront median ($267/sqft). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1501 E Broward Boulevard Unit#705,E Broward Blvd,Pine Crest Village,Mainland inland,Condo,1200,False,396000,330.0,365.0,438000,10.6,42000,11,Condo — verify,"Asking $330/sqft — 11% under supported $365/sqft (11 sales on E Broward Blvd). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1501 SE 15th St Unit#3-2,SE 15th St,Isles Club,Intracoastal / canal waterfront,Townhouse,1035,True,459000,443.0,483.0,500000,9.0,41000,45,High,Asking $443/sqft — 9% under supported $483/sqft (45 sales on SE 15th St).
<$1M,1731 SE 15th St Unit#315,SE 15th St,Cromwell West,Intracoastal / canal waterfront,Condo,814,True,320000,393.0,442.0,360000,12.5,40000,45,Condo — verify,"Asking $393/sqft — 12% under supported $442/sqft (45 sales on SE 15th St). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,110 N Federal Highway Unit#815,N Federal Highway,Waverly Las Olas,Mainland inland,Condo,1208,False,429500,356.0,389.0,470000,9.3,40000,21,Condo — verify,"Asking $356/sqft — 9% under supported $389/sqft (21 sales on N Federal Highway). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,350 SE 2nd Street Unit#850,SE 2nd St,Las Olas,Mainland inland,Condo,1346,False,479900,357.0,386.0,520000,8.1,39000,36,Condo — verify,"Asking $357/sqft — 8% under supported $386/sqft (36 sales on SE 2nd St). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1423 Holly Heights Dr Unit#15,Holly Heights Dr,Cascade Holly Heights,Mainland inland,Condo,1032,False,277500,269.0,306.0,316000,13.8,38000,13,Condo — verify,"Asking $269/sqft — 14% under supported $306/sqft (13 sales on Holly Heights Dr). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,9 NE 19th Ct Unit#208C,NE 19th Ct,Manor Grove Village One Wilton Manors,Mainland inland,Condo,750,False,155000,207.0,257.0,193000,24.2,38000,28,Condo — verify,"Asking $207/sqft — 24% under supported $257/sqft (28 sales on NE 19th Ct). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,900 SW 12th Street Unit#202,SW 12th St,Rio Nuevo,Intracoastal / canal waterfront,Condo,750,True,229000,305.0,356.0,267000,16.7,38000,17,Condo — verify,"Asking $305/sqft — 17% under supported $356/sqft (17 sales on SW 12th St). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1510 SE 15th Street Unit#310,SE 15th St,Marina Del Mar,Intracoastal / canal waterfront,Condo,1070,True,419000,392.0,427.0,457000,8.9,37000,45,Condo — verify,"Asking $392/sqft — 9% under supported $427/sqft (45 sales on SE 15th St). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,2555 NE 11th Street Unit#902,NE 11th St,Horizon House,Mainland inland,Condo,970,False,295000,304.0,342.0,332000,12.5,37000,12,Condo — verify,"Asking $304/sqft — 12% under supported $342/sqft (12 sales on NE 11th St). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1777 SE 15th St Unit#217,SE 15th St,Cromwell East,Intracoastal / canal waterfront,Condo,840,True,333999,398.0,442.0,371000,11.1,37000,45,Condo — verify,"Asking $398/sqft — 11% under supported $442/sqft (45 sales on SE 15th St). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,2900 NE 30th Street Unit#G8,NE 30th St,Lauderdale Tower,Mainland inland,Condo,1040,False,364000,350.0,385.0,400000,10.0,36000,33,Condo — verify,"Asking $350/sqft — 10% under supported $385/sqft (33 sales on NE 30th St). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,3040 NE 16th Avenue Unit#402,NE 16th Ave,River Shores,Intracoastal / canal waterfront,Condo,600,True,189000,315.0,373.0,224000,18.4,35000,73,Condo — verify,"Asking $315/sqft — 18% under supported $373/sqft (73 sales on NE 16th Ave). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,2607 NE 8th Avenue Unit##58,NE 8th Ave,Wilton Village,Mainland inland,Condo,806,False,269000,334.0,377.0,304000,12.9,35000,44,Condo — verify,"Asking $334/sqft — 13% under supported $377/sqft (44 sales on NE 8th Ave). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,900 SW 12th Street Unit#100,SW 12th St,Rio Nuevo,Intracoastal / canal waterfront,Condo,800,True,224000,280.0,322.0,258000,15.0,34000,17,Condo — verify,"Asking $280/sqft — 15% under supported $322/sqft (17 sales on SW 12th St). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,2607 NE 8th Avenue Unit#29,NE 8th Ave,Wilton Village,Mainland inland,Condo,597,False,199900,335.0,392.0,234000,17.0,34000,44,Condo — verify,"Asking $335/sqft — 17% under supported $392/sqft (44 sales on NE 8th Ave). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,630 Tennis Club Drive Unit#Apt 204,Tennis Club Dr,Tennis Club Outerbridge Co,Intracoastal / canal waterfront,Condo,960,True,235000,245.0,280.0,269000,14.3,34000,25,Condo — verify,"Asking $245/sqft — 14% under supported $280/sqft (25 sales on Tennis Club Dr). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,12 NE 19th Court Unit#118a,NE 19th Ct,Manor Grove Village,Mainland inland,Condo,750,False,169000,225.0,270.0,202000,20.0,34000,28,Condo — verify,"Asking $225/sqft — 20% under supported $270/sqft (28 sales on NE 19th Ct). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,550 Bayshore Drive Unit#102,Bayshore Dr,Bayshore Embassy,Barrier island / beach,Condo,680,False,319900,470.0,520.0,354000,10.6,34000,83,Condo — verify,"Asking $470/sqft — 11% under supported $520/sqft (83 sales on Bayshore Dr). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,3004 NE 5th Terrace Unit#206-c,NE 5th Ter,River Manor,Intracoastal / canal waterfront,Condo,1000,True,319000,319.0,353.0,353000,10.7,34000,40,Condo — verify,"Asking $319/sqft — 11% under supported $353/sqft (40 sales on NE 5th Ter). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,124 NE 19th Ct Unit#114B,NE 19th Ct,Manor Grove Village Con Manor Grove Village,Intracoastal / canal waterfront,Condo,750,True,209000,279.0,324.0,243000,16.1,34000,28,Condo — verify,"Asking $279/sqft — 16% under supported $324/sqft (28 sales on NE 19th Ct). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,200 S Birch Rd Unit#206,S Birch Rd,Leisure Beach,Barrier island / beach,Condo,647,False,234900,363.0,416.0,269000,14.6,34000,25,Condo — verify,"Asking $363/sqft — 15% under supported $416/sqft (25 sales on S Birch Rd). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1940 NE 2nd Avenue Unit#101j,NE 2nd Ave,Manor Grove Village Four,Mainland inland,Condo,850,False,219900,259.0,297.0,252000,14.7,32000,23,Condo — verify,"Asking $259/sqft — 15% under supported $297/sqft (23 sales on NE 2nd Ave). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,720 Orton Avenue Unit#402,Orton Ave,Leisure Sands,Barrier island / beach,Condo,690,False,278500,404.0,449.0,310000,11.1,31000,13,Condo — verify,"Asking $404/sqft — 11% under supported $449/sqft (13 sales on Orton Ave). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,200 S Birch Rd Unit#211,S Birch Rd,Leisure Beach,Barrier island / beach,Condo,647,False,239000,369.0,416.0,269000,12.7,30000,25,Condo — verify,"Asking $369/sqft — 13% under supported $416/sqft (25 sales on S Birch Rd). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,610 Tennis Club Dr Unit#104,Tennis Club Dr,Tennis Club Wingfield Con Tennis Club,Intracoastal / canal waterfront,Condo,960,True,240000,250.0,280.0,269000,12.0,29000,25,Condo — verify,"Asking $250/sqft — 12% under supported $280/sqft (25 sales on Tennis Club Dr). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,2670 E Sunrise Blvd Unit#1132,E Sunrise Blvd,Gallery One,Intracoastal / canal waterfront,Condo,643,True,169999,264.0,309.0,199000,17.0,29000,49,Condo — verify,"Asking $264/sqft — 17% under supported $309/sqft (49 sales on E Sunrise Blvd). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,2670 E Sunrise Blvd Unit#311,E Sunrise Blvd,Gallery One Gallery,Mainland inland,Condo,341,False,139900,410.0,493.0,168000,20.2,28000,49,Condo — verify,"Asking $410/sqft — 20% under supported $493/sqft (49 sales on E Sunrise Blvd). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,2607 NE 8th Avenue Unit##25,NE 8th Ave,Wilton Village,Mainland inland,Condo,597,False,209000,350.0,392.0,234000,12.0,25000,44,Condo — verify,"Asking $350/sqft — 12% under supported $392/sqft (44 sales on NE 8th Ave). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1101 River Reach Drive Unit#212,River Reach Dr,River Reach,Intracoastal / canal waterfront,Condo,931,True,259900,279.0,306.0,285000,9.7,25000,50,Condo — verify,"Asking $279/sqft — 10% under supported $306/sqft (50 sales on River Reach Dr). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,9 NE 19th Court Unit#214c,NE 19th Ct,Manor Grove Village,Mainland inland,Condo,750,False,179000,239.0,270.0,202000,13.0,23000,28,Condo — verify,"Asking $239/sqft — 13% under supported $270/sqft (28 sales on NE 19th Ct). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,3000 NE 16th Ave Unit#405,NE 16th Ave,River Shores,Downtown high-rise,Condo,600,False,149000,248.0,286.0,172000,15.3,23000,73,Condo — verify,"Asking $248/sqft — 15% under supported $286/sqft (73 sales on NE 16th Ave). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,2670 E Sunrise Blvd Unit#521,E Sunrise Blvd,Gallery One,Intracoastal / canal waterfront,Condo,548,True,150000,274.0,314.0,172000,14.6,22000,49,Condo — verify,"Asking $274/sqft — 15% under supported $314/sqft (49 sales on E Sunrise Blvd). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1000 SW 12th St Unit#203,SW 12th St,Rio Nuevo,Intracoastal / canal waterfront,Condo,879,True,267650,304.0,329.0,289000,8.2,22000,17,Condo — verify,"Asking $304/sqft — 8% under supported $329/sqft (17 sales on SW 12th St). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,2741 NE 8th Avenue Unit#15,NE 8th Ave,Wilton Commons Condominium,Mainland inland,Condo,600,False,174900,292.0,328.0,197000,12.3,22000,44,Condo — verify,"Asking $292/sqft — 12% under supported $328/sqft (44 sales on NE 8th Ave). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,924 NE 17th Ter Unit#1,NE 17th Ter,Th Terrace Condominium,Mainland inland,Condo,433,False,179900,415.0,464.0,201000,11.8,21000,26,Condo — verify,"Asking $415/sqft — 12% under supported $464/sqft (26 sales on NE 17th Ter). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,2424 SE 17th Street Unit#305B,SE 17th St,Village Harbor Beach,Barrier island / beach,Condo,685,False,179000,261.0,290.0,199000,11.1,20000,14,Condo — verify,"Asking $261/sqft — 11% under supported $290/sqft (14 sales on SE 17th St). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,620 Tennis Club Dr Unit#306,Tennis Club Dr,Tennis Club Tilden Tennis Club,Mainland inland,Condo,1056,False,195000,185.0,204.0,215000,10.3,20000,25,Condo — verify,"Asking $185/sqft — 10% under supported $204/sqft (25 sales on Tennis Club Dr). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1170 N Federal Highway Unit#305,N Federal Highway,East Point Towers,Intracoastal / canal waterfront,Condo,1005,True,200000,199.0,219.0,220000,10.1,20000,21,Condo — verify,"Asking $199/sqft — 10% under supported $219/sqft (21 sales on N Federal Highway). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,200 S Birch Rd Unit#512,S Birch Rd,Leisure Beach,Barrier island / beach,Condo,647,False,249900,386.0,417.0,270000,8.0,20000,25,Condo — verify,"Asking $386/sqft — 8% under supported $417/sqft (25 sales on S Birch Rd). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1435 SE 15th St Unit#103,SE 15th St,Riverbend Condominiums,Intracoastal / canal waterfront,Condo,550,True,230000,418.0,454.0,250000,8.6,20000,45,Condo — verify,"Asking $418/sqft — 9% under supported $454/sqft (45 sales on SE 15th St). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,1100 SW 12th Street Unit#108,SW 12th St,Rio Nuevo,Mainland inland,Condo,1020,False,235000,230.0,249.0,254000,8.3,19000,17,Condo — verify,"Asking $230/sqft — 8% under supported $249/sqft (17 sales on SW 12th St). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
<$1M,811 NE 14th Place Unit#6,NE 14th Pl,Middle River Manor,Mainland inland,Condo,702,False,180000,256.0,282.0,198000,10.2,18000,0,Condo — verify,"Asking $256/sqft — 10% under supported $282/sqft (18 sales in Middle River Manor). | Condo — confirm floor, view and condition; unit-level features aren't in the model."
